Taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
dd2a393c2175bc6d2e4979918389e852	d__Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae_605202	28-57-27	28-57-27 sp002281735
8da062ed6288544be0db04d6e164c45d	d__Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	GCA-002282575	GCA-002282575 sp002281095
a046edb519c4e3cbdf77ada497c4d743	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	NA	NA
e7bb9262d4a46496167a210fc459688d	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	Hydrogenophaga_590395	Hydrogenophaga aromaticivorans
6c0cc1ad9f7dd31352af693c9c95c116	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_592522	Burkholderiaceae_A_592522	Hydrogenophaga_590395	NA
69a11f927915e2a3ba1f7b9c84486527	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595427	Burkholderiaceae_A_595427	Parasutterella	NA
7421a0056850e30172e2c541c9215c11	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595427	Burkholderiaceae_A_595427	Parasutterella	Parasutterella sp009767915
cd3526e9ddf608ed31c4f3d648ca8034	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_595427	Burkholderiaceae_A_595427	Turicimonas	Turicimonas muris
9a3f0c720e5d749e66eb76f1a7ff2f89	d__Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiothrix_606507	NA
d077c0ff711eabf2c3591a6f9798adb5	d__Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales_616009	Xanthomonadaceae_616009	Silanimonas_613110	Silanimonas lenta
c895fbcdb8fe3bbfcf86721aa999a031	d__Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales_616009	Xanthomonadaceae_616009	VRTS01	VRTS01 sp008017755
37e59730a004daa7d3b413192cf02048	d__Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales_616009	Xanthomonadaceae_616009	Pseudoxanthomonas_A_615337	Pseudoxanthomonas_A_615337 gei
87726005247b2b6f730616f96d3fe70b	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_641035	Natronospirillaceae	Natronospirillum	Natronospirillum operosum
427e008c37c7a6ad2979bf97f0d7d529	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Shewanellaceae_666538	Shewanella	Shewanella oneidensis
ac27c2394fe444c330c47ffc7f002bfc	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Alteromonadaceae_665222	Aliidiomarina	Aliidiomarina maris
128e0c5f455b2f411f04978f0dfb702a	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Alteromonadaceae_665222	Alkalimonas	Alkalimonas amylolytica
d46e2205f0c6ecf67b51f83d111c509c	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Enterobacteriaceae_A	Escherichia_710834	NA
6d44145ac74fc30f6713c8ab71a27c96	d__Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	Methylophaga alcalica
2d4811114193cb62960ac3c96ed12bdf	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650611	Pseudomonadaceae	Pseudomonas_D_641492	NA
ce6043d69addefcdeec6ef5f6c4a7b98	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660905	Alcanivoracaceae	Alcanivorax_A	Alcanivorax_A indicus
99a9bc6def382094f0af3317ab72fc1c	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_641035	Nitrincolaceae	Nitrincola	Nitrincola schmidtii
c3035bda9988b780172e8012a16711df	d__Bacteria	Proteobacteria	Gammaproteobacteria	XJ16	Halofilaceae	Halofilum	Halofilum ochraceum
12c4cf4a9b6a4541ef111f02191bae96	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_641030	Halomonadaceae_641030	Halomonas_C_640989	NA
2e9a5906b0e6f1f609d6b9b060c0d552	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_637066	Oleiphilaceae_637066	NA	NA
63fdceb9ee09d196bf44e3b9ddf129e9	d__Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospira_607903	NA
29b791ad6c082e063699dfc690a19242	d__Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalivibrionaceae	Thioalkalivibrio_B	Thioalkalivibrio_B versutus
cfec01a68392e651dce79f71571dbcd8	d__Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Aquisalimonadaceae	Aquisalimonas	Aquisalimonas asiatica
60c303537d7d248f56c5a09caab1770f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A_504705	Beijerinckiaceae	Salinarimonas	NA
043a0901316d72cb1703aa6f738a9233	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia_491068	Yoonia vestfoldensis
6c14e4bc6dbb512edc411b4f97e4e9a7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaculum	Rhodobaculum claviforme
a440c2ddf8b18e022be008cb0e05b574	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	NA
c42b6ead1baf4f21bb1543af5ad4ffb2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	NA
c7320383c4e29d9ae052c6c2da25a89c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Oceanicaulis	Oceanicaulis satelles
9faa90542b330fa9e0c926e24267ec99	d__Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	Scatocola	Scatocola faecipullorum
706f52b6316d2af530385a23dbc345cf	d__Bacteria	Firmicutes_D	Bacilli	NA	NA	NA	NA
e06e73c0550bfd3f63b73915855c10b6	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae
ff2be076cf928bdf0eb0935b49878911	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae
95fdd816723ca482a5caba10bea171c8	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
f434bb1f62e53ad7aed6f6ffd2ec039c	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
2f8ad4365632e4a05d8897ac4ee70b3a	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
2ef1e51ab1cf99a3c6417b05a060830e	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
dd32c3610b76a3591b97377a5829c947	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
0df6c802966e8670279671824da4f10a	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
6f1cbae792de3e1162d3d7dffbe4bb20	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus intestinalis
8871e9e05450b91fd3c712a6182dc017	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_D_310495	Amphibacillaceae	Halolactibacillus	Halolactibacillus alkaliphilus
3069dcbaf1716332e394e2b09ec8d459	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_D_310495	Amphibacillaceae	Halolactibacillus	NA
6f7235a09de4606a1f0729263e905463	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
62aed129ef47cdb0866bddc5afd8ab4a	d__Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium psychrotolerans
e24c503891e8ce10588113c3dfce9c2f	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_H	Salisediminibacteriaceae	Salipaludibacillus_361384	NA
47817d7fe7b63f6f790deb76307bd30c	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_H	Salisediminibacteriaceae	Alkalicoccus	Alkalicoccus chagannorensis
9575740425ce7248ee69ee6cf67517c6	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_H	Salisediminibacteriaceae	Alkalicoccus	NA
b65dc53ce17411418917284c11fceabf	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_A	Planococcaceae	Planococcus	Planococcus kocurii
9f04d4582c00cc1372a4a536aaa64d65	d__Bacteria	Firmicutes_D	Bacilli	Bacillales_A	Planococcaceae	Planococcus	NA
922d33a2963d3e87a3d4df6b82371235	d__Bacteria	Firmicutes_D	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
df0e3d38eec730326754d8c17a8b8efe	d__Bacteria	Firmicutes_D	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	NA
1fd294eea9485182ef6ac20c65e5a949	d__Bacteria	Firmicutes_D	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	NA
4cc1bff6843e62a70038bc31c88f932f	d__Bacteria	Firmicutes_D	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	Dethiobacter alkaliphilus
2ca424adcfa031e3bd222a727cd1421b	d__Bacteria	Firmicutes_D	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
0633debdc6e91e0bb3eaa7657eff93eb	d__Bacteria	Firmicutes_D	Proteinivoracia	Proteinivoracales	NA	NA	NA
f1b8797a292a25eb72f6280b3ff7d132	d__Bacteria	Firmicutes_B_370543	TC1	TC1	TC1	TC1	NA
7d8a67d9a7ae541304d69c0080342a68	d__Bacteria	Firmicutes_B_370539	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
f1b5d72cafaaea7b61c531cb90452d9c	d__Bacteria	Firmicutes_B_370539	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
ee84f17a4e398c4af09778df0c309c86	d__Bacteria	Firmicutes_B_370539	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
0c05681876f592d86aeafdde2a2703bf	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	T1SED10-28	Isachenkonia	Isachenkonia alkalipeptolytica
a828d86ae6b1ae29eea5092499bc99df	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	BX12	BX12 sp902363595
77f352b310dc941a969edf6536c2e820	d__Bacteria	Firmicutes_A	Clostridia_258483	NA	NA	NA	NA
fb53e90170e07b153255c4bc54a8babb	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
62dc76a09326c359be5946507e82e9fa	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia sp009935805
b2224d09fb56fffb7949a37935a5b572	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	NA	NA
3abae39e94cf51920aec2b9fb42b53a9	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	NA	NA
8212cb5c87ef6191f7ddd1eb8f3dca99	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Tindalliaceae	Tindallia	Tindallia texcoconensis
da02ace480dfd68c5ab89aedff640035	d__Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Tindalliaceae	Tindallia	Tindallia texcoconensis
d23bbe506e4ded19e9dd017b65275bab	d__Bacteria	Firmicutes_A	Clostridia_258483	NA	NA	NA	NA
c6f4aa25b9a6b316e50c3f0308c05ab9	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	NA	NA	NA
d01b45323548adfff0b9207e39472ade	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	NA	NA	NA
78bde97a6e8f259342747f2d608611b2	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Christensenellaceae	NA	NA
a2cafeeff0065516ce0706c7aea99297	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
a9fa77fde69f69499b9e8a7567be8836	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
f77a4cf04f5adf93dc5755b529482012	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	NA
ec30afcaa4c767538eb33d63f35aaf38	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	NA
3e9e6197d0866ceeaa0d19f676601a4a	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	NA
d5f4e724b7fd8b007ef230dbd43c7a3c	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
128663d8fbf501fb5f4812f214e4f1bc	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-273	CAG-273 sp003507395
a6b8bcc8499b4128678a3a671a0bd004	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-273	CAG-273 sp003507395
0286fa7c3a01b5a335fce7363917ad16	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
0fde62806e4413be1846e836dba2c786	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
4e786fad777a61be21d3289ba56c326e	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
950524da5744abc0ef286d09c7f75bc3	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
c8e34bb10306cd8cc72e42eb1313b7c8	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
fab19e407fc7d0aa7929a7eae23d8b53	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
c6f5c4d8343f60687af5d72396766263	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
70792b6ac0d2c723cec8c12dc6576345	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
0f276b28ea3ba352f6fd667c1e298c38	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
ec77b8bc25a3aacda06ec2b5068e295a	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945
81b8512ad01a544a5c6424a7c659ac20	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
9d5a7a5cf87dec52b55a00426e639f7d	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
c7618efd9393c801e5152a0b166b20e6	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945
1469ca5085a01fb6f3725632b315675f	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945
11a5f0316ff4f3edb52c1b583a6e1448	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945
30598f0d14cb4af2c3150ebb17667b95	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
127d029e4712422f69cf80ceb163558b	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	UMGS1994	UMGS1994 sp900553945
36d9f553b6f26520e7a6f8671cdde1f5	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	NA	NA
c5e5fd5c9af649aec207b86dee76d5f3	d__Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	NA
ee0cbf5dda05dd1c396eed829cd82b77	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
c4170fd31c9aceb042c699e6c8b0f486	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
577a82150a9dcd74a90566d7d8711eba	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
dca8a152f35348bd9540d2c52604fdce	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
e36be349dea51383ef7c2f26dd242def	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
a5da7006928ee998fe32cdd9378c856e	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
df4d1c713c5dba30c53365d6a47af819	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ac6339220d6d65fd32be30bd13317b2a	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
4115cd19d50e5a6b8550c3a1f9a6c75e	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
761a5b764f64b30ade5356842706afb9	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
3c01540f689ab74dc5d2346cebc1f09c	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
04611dabe3583caf155167674ef7e0e4	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-314	CAG-314	CAG-314 sp900551395
5e18094f37d33836726fabc09f8e46fc	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-314	CAG-314	CAG-314 sp900551395
7da4c046b2e9582e3f885b029541976c	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-314	CAG-314	CAG-314 sp900551395
82428f73d298458b5521d85584416970	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	Borkfalkiaceae	NA	NA
85c902d02faa7542bbb97dc6bae04808	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-314	CAG-314	NA
577803f3876eb718cf8784b21f5ad1de	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
b72909635060381035aa822951ccee03	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
fcc58885c1a8654bf710ef3670e09067	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
8b112a3d78d318b40b46b3880a5ac5ce	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
6337b308d49ea78bc68f9100ca6c62b4	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
c2236727ffae6d3d4521989084fcbe7b	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-552	NA	NA
721bbde09abf2f51fc7d8caeab5b22f1	d__Bacteria	Firmicutes_A	Clostridia_258483	Clostridiales	Clostridiaceae_222000	Clostridium_T	Clostridium_T disporicum_203972
4afbf45f017f69e11e9987ce9b6181c6	d__Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-314	CAG-314	CAG-314 sp900551395
c95e3703cd5953c54f74dcaada1b4d11	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900547445
b1d42839235884b6341cc6faed8133c8	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900547445
4dc6ef51a9b73f8ee1743f3703acbf21	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900547445
10ff4631cc5198bb5add391eccbd5a09	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Fimenecus	NA
09aa3b3ecd6f6b9fe32a08085c562bc2	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	UBA644	UBA644	UBA644 sp002299265
405600e715167b5f59ca7a6438a970e2	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	UBA946	NA
a5badf213766c0901ad04a3954c3605c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	UBA946	NA
59e154bb767e030d5bb084429909dc38	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UBA5905	UBA5905 sp002437905
60f93fed83d17d00026301844c347826	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
446b888f8119b56e60b68ad01e3dd288	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
e5d55481f7455ae8a4620451dc7ac39a	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminococcus_C_58660	NA
6b08596cd7fa0727c16c28d4e0aacdbd	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminococcus_C_58660	Ruminococcus_C_58660 sp000433635
c674c60be5fdee49a7f9a7400628516b	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans
d7ef89fbe0b04fbcfcd1261bbba40170	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
7f376708c68ed6179a0a511813741711	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
9990556a758f00dd3256d20da02f2b65	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
6e5be229dd49e819c917d2ae8b72610b	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
f64f55b1af9b863086103dbf76e94e9f	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
79021d09f56f5a9d31ee75070bcf7f5e	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	NA
2a89717b521dc276ae1bd08090909dc4	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
9f4373f8c06d8d3224c4a427ef0d8b24	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
621c47eba23ae9c542cbea58e92ff9b2	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter timonensis
021b898345f1a2b66c1e0da5f63a93c6	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp009936055
2c03d1d1b74f0bcca4004949d91a8498	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp009936055
2f613f086b32cfde3f9f173f2f36c2eb	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter timonensis
ac2264973e2da89f1d291df03a384eaf	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp009936055
ebc4cebda1feae3f47fdb85cb7ec8152	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp009936055
303a7154d796227f169b54201738c2ac	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter muris
fb71e6e811a74ca8b3b715fa97fc28d9	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071 sp900548305
149465e40c1bdbc6230588a58a4d6eb0	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071 sp900548305
61fb5ca7cdf03302d8aa64792733a5eb	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	NA	NA
2049cb044cbe760209d1a4b23f115485	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	RUG762	NA
3f574a1c6ddd83e13a9f0c0d99628511	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	NA	NA
503ec9c9c280d85166ed0d80cc17a73f	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	NA	NA
731f05b0a2cd5a295eed1bf67823ec44	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E siraeum
c2c99a964424db8c4521ae10c2230b1d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E siraeum
b9ed1a2c86edb972db7742981e6901da	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Phocea	NA
cd8d2ddb88bbe44dfa61a34dfd244b0b	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Paludicola	Paludicola psychrotolerans
667e2095050a61e299876d8b5b13a0fc	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Paludicola	Paludicola psychrotolerans
75bd82a728427b9fe0161be3977a9dee	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Harryflintia	Harryflintia acetispora
1ec78cf2c330d5a8e7c5c57640213633	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	QAMM01	NA
914cd932c40f857f5730b165792e560d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Massilioclostridium	NA
4ac5de6617d5b4d5201a8d2d98c785e7	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Anaerotruncus	NA
d85f7c80c1ad16d5903ce9d78ade5916	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
f0f49cfc0e017d94d79c5343ebb84b57	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
b2097d12843899152a99e4faeb92e3e6	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
f46fb27c910cdc08b14ef44ef5fe22ea	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
